species,photo_id,url,license,author,author_login,observed_on,source_page,attribution
Caretta caretta,355273645,https://inaturalist-open-data.s3.amazonaws.com/photos/355273645/medium.jpeg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2023-09-03,https://www.inaturalist.org/observations/201276016,"© Radu Teodoreanu, some rights reserved (CC-BY)"
Caretta caretta,215225371,https://inaturalist-open-data.s3.amazonaws.com/photos/215225371/medium.jpeg,CC-BY 4.0,Kyle Van Houtan,vanhoutan,2012-07-07,https://www.inaturalist.org/observations/126821262,"© Kyle Van Houtan, some rights reserved (CC-BY)"
Caretta caretta,215225384,https://inaturalist-open-data.s3.amazonaws.com/photos/215225384/medium.jpeg,CC-BY 4.0,Kyle Van Houtan,vanhoutan,2012-07-07,https://www.inaturalist.org/observations/126821262,"© Kyle Van Houtan, some rights reserved (CC-BY)"
Caretta caretta,464127726,https://inaturalist-open-data.s3.amazonaws.com/photos/464127726/medium.jpg,CC-BY 4.0,Teja Yantrapalli,tejayantrapalli,2025-01-15,https://www.inaturalist.org/observations/258655742,"© Teja Yantrapalli, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542455,https://inaturalist-open-data.s3.amazonaws.com/photos/382542455/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542799,https://inaturalist-open-data.s3.amazonaws.com/photos/382542799/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542800,https://inaturalist-open-data.s3.amazonaws.com/photos/382542800/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542803,https://inaturalist-open-data.s3.amazonaws.com/photos/382542803/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542810,https://inaturalist-open-data.s3.amazonaws.com/photos/382542810/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542862,https://inaturalist-open-data.s3.amazonaws.com/photos/382542862/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542856,https://inaturalist-open-data.s3.amazonaws.com/photos/382542856/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542863,https://inaturalist-open-data.s3.amazonaws.com/photos/382542863/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542868,https://inaturalist-open-data.s3.amazonaws.com/photos/382542868/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542865,https://inaturalist-open-data.s3.amazonaws.com/photos/382542865/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542869,https://inaturalist-open-data.s3.amazonaws.com/photos/382542869/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,382542877,https://inaturalist-open-data.s3.amazonaws.com/photos/382542877/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,341327450,https://inaturalist-open-data.s3.amazonaws.com/photos/341327450/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2023-12-03,https://www.inaturalist.org/observations/194215090,"© Susan Aide, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,341328982,https://inaturalist-open-data.s3.amazonaws.com/photos/341328982/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2023-12-03,https://www.inaturalist.org/observations/194215090,"© Susan Aide, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,341328984,https://inaturalist-open-data.s3.amazonaws.com/photos/341328984/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2023-12-03,https://www.inaturalist.org/observations/194215090,"© Susan Aide, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,341328986,https://inaturalist-open-data.s3.amazonaws.com/photos/341328986/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2023-12-03,https://www.inaturalist.org/observations/194215090,"© Susan Aide, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,341328996,https://inaturalist-open-data.s3.amazonaws.com/photos/341328996/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2023-12-03,https://www.inaturalist.org/observations/194215090,"© Susan Aide, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,502296144,https://inaturalist-open-data.s3.amazonaws.com/photos/502296144/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2024-07-16,https://www.inaturalist.org/observations/279706211,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,502297372,https://inaturalist-open-data.s3.amazonaws.com/photos/502297372/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2024-07-16,https://www.inaturalist.org/observations/279706211,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,402454635,https://inaturalist-open-data.s3.amazonaws.com/photos/402454635/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2022-07-28,https://www.inaturalist.org/observations/226896338,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,591659719,https://inaturalist-open-data.s3.amazonaws.com/photos/591659719/medium.jpg,CC-BY 4.0,Jan Ebr &amp; Ivana Ebrová,opisska,2025-09-26,https://www.inaturalist.org/observations/326661132,"© Jan Ebr &amp; Ivana Ebrová, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,359193222,https://inaturalist-open-data.s3.amazonaws.com/photos/359193222/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-03-20,https://www.inaturalist.org/observations/203310505,"© Robin White, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,359193371,https://inaturalist-open-data.s3.amazonaws.com/photos/359193371/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-03-20,https://www.inaturalist.org/observations/203310505,"© Robin White, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,359193424,https://inaturalist-open-data.s3.amazonaws.com/photos/359193424/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-03-20,https://www.inaturalist.org/observations/203310505,"© Robin White, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,359193557,https://inaturalist-open-data.s3.amazonaws.com/photos/359193557/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2024-03-20,https://www.inaturalist.org/observations/203310505,"© Robin White, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,315585092,https://inaturalist-open-data.s3.amazonaws.com/photos/315585092/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2015-09-06,https://www.inaturalist.org/observations/181105305,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepioteuthis sepioidea,315585526,https://inaturalist-open-data.s3.amazonaws.com/photos/315585526/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2015-09-06,https://www.inaturalist.org/observations/181105305,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Octopus vulgaris,540102862,https://inaturalist-open-data.s3.amazonaws.com/photos/540102862/medium.gif,CC-BY 4.0,Golfopolikayak,golfopolikayakl,2025-07-20,https://www.inaturalist.org/observations/299781028,"© Golfopolikayak, some rights reserved (CC-BY)"
Octopus vulgaris,540103051,https://inaturalist-open-data.s3.amazonaws.com/photos/540103051/medium.jpg,CC-BY 4.0,Golfopolikayak,golfopolikayakl,2025-07-20,https://www.inaturalist.org/observations/299781028,"© Golfopolikayak, some rights reserved (CC-BY)"
Octopus vulgaris,560872281,https://inaturalist-open-data.s3.amazonaws.com/photos/560872281/medium.jpg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2025-09-01,https://www.inaturalist.org/observations/310744284,"© Radu Teodoreanu, some rights reserved (CC-BY)"
Octopus vulgaris,563031152,https://inaturalist-open-data.s3.amazonaws.com/photos/563031152/medium.jpg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2025-09-01,https://www.inaturalist.org/observations/310744284,"© Radu Teodoreanu, some rights reserved (CC-BY)"
Octopus vulgaris,560872355,https://inaturalist-open-data.s3.amazonaws.com/photos/560872355/medium.jpg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2025-09-01,https://www.inaturalist.org/observations/310744284,"© Radu Teodoreanu, some rights reserved (CC-BY)"
Octopus vulgaris,560878950,https://inaturalist-open-data.s3.amazonaws.com/photos/560878950/medium.jpg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2025-09-01,https://www.inaturalist.org/observations/310744284,"© Radu Teodoreanu, some rights reserved (CC-BY)"
Octopus vulgaris,32547086,https://inaturalist-open-data.s3.amazonaws.com/photos/32547086/medium.jpg,CC-BY 4.0,Farren Dell Rossman,farrengdell,2019-03-08,https://www.inaturalist.org/observations/21065566,"© Farren Dell Rossman, some rights reserved (CC-BY)"
Octopus vulgaris,520866301,https://inaturalist-open-data.s3.amazonaws.com/photos/520866301/medium.jpg,CC-BY 4.0,Sarah Faulwetter,sarahfaulwetter,2025-06-09,https://www.inaturalist.org/observations/289592416,"© Sarah Faulwetter, some rights reserved (CC-BY)"
Octopus vulgaris,304529156,https://inaturalist-open-data.s3.amazonaws.com/photos/304529156/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2022-05-06,https://www.inaturalist.org/observations/175242771,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Octopus vulgaris,304530370,https://inaturalist-open-data.s3.amazonaws.com/photos/304530370/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2022-05-06,https://www.inaturalist.org/observations/175242771,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Octopus vulgaris,304530372,https://inaturalist-open-data.s3.amazonaws.com/photos/304530372/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2022-05-06,https://www.inaturalist.org/observations/175242771,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Octopus vulgaris,205243333,https://inaturalist-open-data.s3.amazonaws.com/photos/205243333/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-04-16,https://www.inaturalist.org/observations/121299917,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Octopus vulgaris,205244759,https://inaturalist-open-data.s3.amazonaws.com/photos/205244759/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-04-16,https://www.inaturalist.org/observations/121299917,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Octopus vulgaris,320909144,https://inaturalist-open-data.s3.amazonaws.com/photos/320909144/medium.jpeg,CC-BY 4.0,Yves Bas,yvesbas,2023-09-17,https://www.inaturalist.org/observations/183899201,"© Yves Bas, some rights reserved (CC-BY)"
Octopus vulgaris,320909140,https://inaturalist-open-data.s3.amazonaws.com/photos/320909140/medium.jpeg,CC-BY 4.0,Yves Bas,yvesbas,2023-09-17,https://www.inaturalist.org/observations/183899201,"© Yves Bas, some rights reserved (CC-BY)"
Octopus vulgaris,320909133,https://inaturalist-open-data.s3.amazonaws.com/photos/320909133/medium.jpeg,CC-BY 4.0,Yves Bas,yvesbas,2023-09-17,https://www.inaturalist.org/observations/183899201,"© Yves Bas, some rights reserved (CC-BY)"
Octopus vulgaris,320909184,https://inaturalist-open-data.s3.amazonaws.com/photos/320909184/medium.jpeg,CC-BY 4.0,Yves Bas,yvesbas,2023-09-17,https://www.inaturalist.org/observations/183899201,"© Yves Bas, some rights reserved (CC-BY)"
Octopus vulgaris,405856842,https://inaturalist-open-data.s3.amazonaws.com/photos/405856842/medium.jpeg,CC-BY 4.0,Michael Bommerer,michael_bommerer,2024-07-11,https://www.inaturalist.org/observations/228694206,"© Michael Bommerer, some rights reserved (CC-BY)"
Octopus vulgaris,101361396,https://inaturalist-open-data.s3.amazonaws.com/photos/101361396/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,101361390,https://inaturalist-open-data.s3.amazonaws.com/photos/101361390/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,101361408,https://inaturalist-open-data.s3.amazonaws.com/photos/101361408/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,101361367,https://inaturalist-open-data.s3.amazonaws.com/photos/101361367/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,101361380,https://inaturalist-open-data.s3.amazonaws.com/photos/101361380/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,101361430,https://inaturalist-open-data.s3.amazonaws.com/photos/101361430/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,101361417,https://inaturalist-open-data.s3.amazonaws.com/photos/101361417/medium.jpg,CC-BY 4.0,Evan M. Raskin,eraskin,2020-10-20,https://www.inaturalist.org/observations/63183739,"© Evan M. Raskin, some rights reserved (CC-BY)"
Octopus vulgaris,52741740,https://inaturalist-open-data.s3.amazonaws.com/photos/52741740/medium.jpeg,CC-BY 4.0,Ryan Watson,ryan84,2019-09-28,https://www.inaturalist.org/observations/33575178,"© Ryan Watson, some rights reserved (CC-BY)"
Octopus vulgaris,52741693,https://inaturalist-open-data.s3.amazonaws.com/photos/52741693/medium.jpeg,CC-BY 4.0,Ryan Watson,ryan84,2019-09-28,https://www.inaturalist.org/observations/33575178,"© Ryan Watson, some rights reserved (CC-BY)"
Octopus vulgaris,52741684,https://inaturalist-open-data.s3.amazonaws.com/photos/52741684/medium.jpeg,CC-BY 4.0,Ryan Watson,ryan84,2019-09-28,https://www.inaturalist.org/observations/33575178,"© Ryan Watson, some rights reserved (CC-BY)"
Octopus vulgaris,52741729,https://inaturalist-open-data.s3.amazonaws.com/photos/52741729/medium.jpeg,CC-BY 4.0,Ryan Watson,ryan84,2019-09-28,https://www.inaturalist.org/observations/33575178,"© Ryan Watson, some rights reserved (CC-BY)"
Octopus vulgaris,234024544,https://inaturalist-open-data.s3.amazonaws.com/photos/234024544/medium.jpeg,CC-BY 4.0,Dan Wrench,dantn,2022-08-14,https://www.inaturalist.org/observations/137065745,"© Dan Wrench, some rights reserved (CC-BY)"
Sepia officinalis,520832703,https://inaturalist-open-data.s3.amazonaws.com/photos/520832703/medium.jpg,CC-BY 4.0,Charlotte Kirchner,charlottekirchner,2025-06-14,https://www.inaturalist.org/observations/289568721,"© Charlotte Kirchner, some rights reserved (CC-BY)"
Sepia officinalis,520832816,https://inaturalist-open-data.s3.amazonaws.com/photos/520832816/medium.jpg,CC-BY 4.0,Charlotte Kirchner,charlottekirchner,2025-06-14,https://www.inaturalist.org/observations/289568721,"© Charlotte Kirchner, some rights reserved (CC-BY)"
Sepia officinalis,520832914,https://inaturalist-open-data.s3.amazonaws.com/photos/520832914/medium.jpg,CC-BY 4.0,Charlotte Kirchner,charlottekirchner,2025-06-14,https://www.inaturalist.org/observations/289568721,"© Charlotte Kirchner, some rights reserved (CC-BY)"
Sepia officinalis,520832983,https://inaturalist-open-data.s3.amazonaws.com/photos/520832983/medium.jpg,CC-BY 4.0,Charlotte Kirchner,charlottekirchner,2025-06-14,https://www.inaturalist.org/observations/289568721,"© Charlotte Kirchner, some rights reserved (CC-BY)"
Sepia officinalis,382542455,https://inaturalist-open-data.s3.amazonaws.com/photos/382542455/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542799,https://inaturalist-open-data.s3.amazonaws.com/photos/382542799/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542800,https://inaturalist-open-data.s3.amazonaws.com/photos/382542800/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542803,https://inaturalist-open-data.s3.amazonaws.com/photos/382542803/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542810,https://inaturalist-open-data.s3.amazonaws.com/photos/382542810/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542862,https://inaturalist-open-data.s3.amazonaws.com/photos/382542862/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542856,https://inaturalist-open-data.s3.amazonaws.com/photos/382542856/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542863,https://inaturalist-open-data.s3.amazonaws.com/photos/382542863/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542868,https://inaturalist-open-data.s3.amazonaws.com/photos/382542868/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542865,https://inaturalist-open-data.s3.amazonaws.com/photos/382542865/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542869,https://inaturalist-open-data.s3.amazonaws.com/photos/382542869/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,382542877,https://inaturalist-open-data.s3.amazonaws.com/photos/382542877/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2021-07-16,https://www.inaturalist.org/observations/216308884,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Sepia officinalis,48352484,https://inaturalist-open-data.s3.amazonaws.com/photos/48352484/medium.jpeg,CC-BY 4.0,Katerina Kalogerini,katerinakalogerini,2019-08-16,https://www.inaturalist.org/observations/30927192,"© Katerina Kalogerini, some rights reserved (CC-BY)"
