species,photo_id,url,license,author,author_login,observed_on,source_page,attribution,sha256,license_code,license_url,taxon_id,retrieved_utc
Chromis chromis,573940119,https://inaturalist-open-data.s3.amazonaws.com/photos/573940119/medium.jpg,CC-BY 4.0,Sylvain Eichhorn,sylvain_eichhorn,2025-09-25,https://www.inaturalist.org/observations/317613537,"© Sylvain Eichhorn, some rights reserved (CC-BY)",2d83c4ccb5105fea5661405b4dd267c2d872aaceda10e6631c682b2d9e7ce4b5,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:26Z
Chromis chromis,578374897,https://inaturalist-open-data.s3.amazonaws.com/photos/578374897/medium.jpg,CC-BY 4.0,Samuel GUIRAUDOU,samuel_guiraudou,2025-06-01,https://www.inaturalist.org/observations/319941981,"© Samuel GUIRAUDOU, some rights reserved (CC-BY)",5a9a7e8a51443266a30e3d8c24c5f5d3474ea0d1c6c273e3e29e8a69e2877260,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:26Z
Chromis chromis,161899301,https://inaturalist-open-data.s3.amazonaws.com/photos/161899301/medium.jpg,CC-BY 4.0,Juraj Ahel,xeniorn,2014-08-25,https://www.inaturalist.org/observations/97357986,"© Juraj Ahel, some rights reserved (CC-BY)",8143553b1cfb5a6666e0431c52f3810a3688d0a3b2ceb794c8e11085aa1fcead,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:26Z
Chromis chromis,163330940,https://inaturalist-open-data.s3.amazonaws.com/photos/163330940/medium.jpg,CC-BY 4.0,Caleb Catto,calebcatto,2021-10-11,https://www.inaturalist.org/observations/98136304,"© Caleb Catto, some rights reserved (CC-BY)",056e68a3d300aeaa73dbb9d09e6d3b5ee4edc1825128efeba969bc178e162a8b,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:26Z
Chromis chromis,163330951,https://inaturalist-open-data.s3.amazonaws.com/photos/163330951/medium.jpg,CC-BY 4.0,Caleb Catto,calebcatto,2021-10-11,https://www.inaturalist.org/observations/98136304,"© Caleb Catto, some rights reserved (CC-BY)",d4a4b1de696194425d797f4db2cc1ae5fb84de66731c89a3200e2b463941fd83,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:27Z
Chromis chromis,528676779,https://inaturalist-open-data.s3.amazonaws.com/photos/528676779/medium.jpg,CC-BY 4.0,ecovore,ecovore,2025-06-19,https://www.inaturalist.org/observations/293748684,"© ecovore, some rights reserved (CC-BY)",01dac5a24cdb07c407812a08b19073354e293f371aeeea37d5641ff37135f544,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:27Z
Chromis chromis,654650694,https://inaturalist-open-data.s3.amazonaws.com/photos/654650694/medium.jpg,CC-BY 4.0,André Ambrozio,andre_ambrozio,2026-05-04,https://www.inaturalist.org/observations/358834973,"© André Ambrozio, some rights reserved (CC-BY)",63caf7d580e106d4a22514bba009340df78c31a0bd6cd3cb18206aa194f5887b,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:28Z
Chromis chromis,654650687,https://inaturalist-open-data.s3.amazonaws.com/photos/654650687/medium.jpg,CC-BY 4.0,André Ambrozio,andre_ambrozio,2026-05-04,https://www.inaturalist.org/observations/358834973,"© André Ambrozio, some rights reserved (CC-BY)",4790f0765f6886928154f807ae322fd2b15f1f169c92b4abd17fe6eff0c76e6b,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:28Z
Chromis chromis,530705649,https://inaturalist-open-data.s3.amazonaws.com/photos/530705649/medium.jpg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2025-07-02,https://www.inaturalist.org/observations/294824555,"© Radu Teodoreanu, some rights reserved (CC-BY)",f7b27eb5e03e8315f69cb6f94eef8e17119d135cf484878e0ffd172368ba8509,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:28Z
Chromis chromis,704018798,https://inaturalist-open-data.s3.amazonaws.com/photos/704018798/medium.jpg,CC-BY 4.0,Gavin Skeen,gavin_skeen,2026-07-23,https://www.inaturalist.org/observations/384600335,"© Gavin Skeen, some rights reserved (CC-BY)",864b79e7f9d2ffdb401f334aceddb47d8de85221ebabe821c21a1b9b844e6ae4,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:29Z
Chromis chromis,704018737,https://inaturalist-open-data.s3.amazonaws.com/photos/704018737/medium.jpg,CC-BY 4.0,Gavin Skeen,gavin_skeen,2026-07-23,https://www.inaturalist.org/observations/384600335,"© Gavin Skeen, some rights reserved (CC-BY)",ed7b56d3237ebaf42a6ec1fe9937fa1ecc69aca0f05b9dad45a25f16fdc93836,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:28Z
Chromis chromis,147220659,https://inaturalist-open-data.s3.amazonaws.com/photos/147220659/medium.jpg,CC-BY 4.0,Emilio Taggi,vin_tag_e,2021-07-29,https://www.inaturalist.org/observations/89167592,"© Emilio Taggi, some rights reserved (CC-BY)",6a60aaa907b4260b322f15a06babe0c158934e5d220a82bb02298f3873f5d8d4,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:21Z
Chromis chromis,316077133,https://inaturalist-open-data.s3.amazonaws.com/photos/316077133/medium.jpeg,CC-BY 4.0,Yves Bas,yvesbas,2023-08-26,https://www.inaturalist.org/observations/181387386,"© Yves Bas, some rights reserved (CC-BY)",2e28f414e001ba4afabf462596b1ca2a71a536c87c0e772b80d19a0fb9be1392,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:42Z
Chromis chromis,621527866,https://inaturalist-open-data.s3.amazonaws.com/photos/621527866/medium.jpg,CC-BY 4.0,Sean Hartnett,apricaria,2026-03-02,https://www.inaturalist.org/observations/341416652,"© Sean Hartnett, some rights reserved (CC-BY)",ab72b0619778d08951801e2baa9e20eaa648452bb84c4b82e132975339dc864f,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:39Z
Chromis chromis,684780491,https://inaturalist-open-data.s3.amazonaws.com/photos/684780491/medium.jpg,CC-BY 4.0,Vasileia Sef,vasileiasef,2026-06-20,https://www.inaturalist.org/observations/374634175,"© Vasileia Sef, some rights reserved (CC-BY)",e0bedb211500a40eaebbedc2916f9baecad51b632047fe6a0fa4f284407e1a0f,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:25Z
Chromis chromis,229975408,https://inaturalist-open-data.s3.amazonaws.com/photos/229975408/medium.jpg,CC-BY 4.0,Juraj Ahel,xeniorn,2022-09-12,https://www.inaturalist.org/observations/134889060,"© Juraj Ahel, some rights reserved (CC-BY)",c7f6ca69c077fb5f3df46edbd28745a5d943165aa36a3f4de52acdcdfd8c232a,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:41Z
Chromis chromis,721972256,https://inaturalist-open-data.s3.amazonaws.com/photos/721972256/medium.jpg,CC-BY 4.0,EmaD,ema34318,2026-08-17,https://www.inaturalist.org/observations/393860868,"© EmaD, some rights reserved (CC-BY)",e0cfb51c6effdff85e17700fabc0e0e3e4a27f2f675aeaf21fa46f4701b332c3,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:49Z
Chromis chromis,526294415,https://inaturalist-open-data.s3.amazonaws.com/photos/526294415/medium.jpg,CC-BY 4.0,Vasileia Sef,vasileiasef,2025-06-20,https://www.inaturalist.org/observations/292457090,"© Vasileia Sef, some rights reserved (CC-BY)",989b44907193ea30215db1459bb2d3df392ef71554a3fe3899c976ea06db7ed7,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:49Z
Chromis chromis,509803200,https://inaturalist-open-data.s3.amazonaws.com/photos/509803200/medium.jpg,CC-BY 4.0,Chris Taklis,ctaklis,2025-05-24,https://www.inaturalist.org/observations/283712442,"© Chris Taklis, some rights reserved (CC-BY)",fb82456aa75da7a108ba257819bf57a395aa37e1274ecb9e97c760afb360e1b6,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:54Z
Chromis chromis,723220067,https://inaturalist-open-data.s3.amazonaws.com/photos/723220067/medium.jpg,CC-BY 4.0,Arianna,glacial,2026-08-25,https://www.inaturalist.org/observations/394492072,"© Arianna, some rights reserved (CC-BY)",e3586e6a10f684115833aa0fd2e87b43d8638bc9ce2ca4c613e043e03f413e0c,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:57Z
Chromis chromis,467798046,https://inaturalist-open-data.s3.amazonaws.com/photos/467798046/medium.jpg,CC-BY 4.0,Juan Rodríguez,jrp01,2025-02-01,https://www.inaturalist.org/observations/260482751,"© Juan Rodríguez, some rights reserved (CC-BY)",47e1de3222ad00a5029ca7ea44a88e4c5f2877a24cd05805c9ef20743c939781,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:55Z
Chromis chromis,422913145,https://inaturalist-open-data.s3.amazonaws.com/photos/422913145/medium.jpg,CC-BY 4.0,Ioannis Magouras,ioannis_magouras,2012-07-22,https://www.inaturalist.org/observations/237615926,"© Ioannis Magouras, some rights reserved (CC-BY)",a3e178833df5608ae9a76f74cbcfa8c08087c00b79e6da1033cb742de91d342b,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:55Z
Chromis chromis,435050400,https://inaturalist-open-data.s3.amazonaws.com/photos/435050400/medium.jpeg,CC-BY 4.0,Salza Palpurina,spalp,2024-07-12,https://www.inaturalist.org/observations/243940300,"© Salza Palpurina, some rights reserved (CC-BY)",697d1a76780e8d364f6eafc2fbc018a3a271513b1531e2d595647671c77acdc9,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:35Z
Chromis chromis,63772710,https://inaturalist-open-data.s3.amazonaws.com/photos/63772710/medium.jpeg,CC-BY 4.0,Yves Bas,yvesbas,2018-08-19,https://www.inaturalist.org/observations/40148994,"© Yves Bas, some rights reserved (CC-BY)",b510ff601fcd98ab431f78d2d4a879ae07ab53c4c9e9bf6c42454fc6b89c8380,cc-by,https://creativecommons.org/licenses/by/4.0/,118682,2026-09-26T05:34:33Z
Diplodus sargus,418829098,https://inaturalist-open-data.s3.amazonaws.com/photos/418829098/medium.png,CC-BY 4.0,Tandoğan ORUZ,tandogan,2024-08-04,https://www.inaturalist.org/observations/235497181,"© Tandoğan ORUZ, some rights reserved (CC-BY)",d781812db18ef0a0eaeaa256131a8986313f347b11d9a4a852f9eb54886b0468,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:34:59Z
Diplodus sargus,569520787,https://inaturalist-open-data.s3.amazonaws.com/photos/569520787/medium.jpg,CC-BY 4.0,Robert Martin,robertdmartin,2025-09-08,https://www.inaturalist.org/observations/315272939,"© Robert Martin, some rights reserved (CC-BY)",c9e9670108455a145f7eae5a904957c3ea114fb70d6264db4509ff3b220b7688,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:34:59Z
Diplodus sargus,10047124,https://inaturalist-open-data.s3.amazonaws.com/photos/10047124/medium.jpeg,CC-BY 4.0,Luca Fornasari,fornaeffe,2017-08-03,https://www.inaturalist.org/observations/7672303,"© Luca Fornasari, some rights reserved (CC-BY)",9c4d44c57eb0b493a8c1ae1f5b0ce72a5a40387633cd31bb617e9d8d8d296ebf,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:34:59Z
Diplodus sargus,298202012,https://inaturalist-open-data.s3.amazonaws.com/photos/298202012/medium.jpeg,CC-BY 4.0,anasacuta,anasacuta,2023-04-30,https://www.inaturalist.org/observations/171834718,"© anasacuta, some rights reserved (CC-BY)",1901ca22fe80d442ae4839867fb1c4e3fec17c190f4603e985cf0c74ffadaf17,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:00Z
Diplodus sargus,341304813,https://inaturalist-open-data.s3.amazonaws.com/photos/341304813/medium.jpeg,CC-BY 4.0,Louis Aureglia,louis_aureglia,2023-12-17,https://www.inaturalist.org/observations/194203993,"© Louis Aureglia, some rights reserved (CC-BY)",cd0e2ee658b624ffbb31d0f67ed6aef29d0bafb2e60725431f069f109e2904fe,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:01Z
Diplodus sargus,222154642,https://inaturalist-open-data.s3.amazonaws.com/photos/222154642/medium.jpeg,CC-BY 4.0,Sarah Faulwetter,sarahfaulwetter,2022-08-10,https://www.inaturalist.org/observations/130614412,"© Sarah Faulwetter, some rights reserved (CC-BY)",e17e43551fbea8a548f906991ba55fb91f1ef65f148796a7577522062d8d223f,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:01Z
Diplodus sargus,306060125,https://inaturalist-open-data.s3.amazonaws.com/photos/306060125/medium.jpeg,CC-BY 4.0,Alexis Tinker-Tsavalas,alexis_orion,2023-07-29,https://www.inaturalist.org/observations/176068338,"© Alexis Tinker-Tsavalas, some rights reserved (CC-BY)",4dd1f697106830b5d75379a3d733ba22e11b9b152633b74b9e7b8323abccbf02,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:01Z
Diplodus sargus,437892710,https://inaturalist-open-data.s3.amazonaws.com/photos/437892710/medium.jpeg,CC-BY 4.0,Joss Carr,josscarr,2024-08-25,https://www.inaturalist.org/observations/245396333,"© Joss Carr, some rights reserved (CC-BY)",6a8484490cdeaf3dcaf125841e63ca1e6ef262275da06a5131b322ea46339440,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:02Z
Diplodus sargus,154309716,https://inaturalist-open-data.s3.amazonaws.com/photos/154309716/medium.jpg,CC-BY 4.0,Naturalista,avonensis,2021-08-29,https://www.inaturalist.org/observations/93129004,"© Naturalista, some rights reserved (CC-BY)",41ed599ac4c54e731c583f86714a3c2d50088657e3dd360088e16090e9e50d58,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:02Z
Diplodus sargus,96089716,https://inaturalist-open-data.s3.amazonaws.com/photos/96089716/medium.jpeg,CC-BY 4.0,Martin Scheuch,ma_sche,2020-07-22,https://www.inaturalist.org/observations/60109783,"© Martin Scheuch, some rights reserved (CC-BY)",35cad58db7d53cce5a00aded5b34a6909c899970467b66d178fb8fbfa7f09872,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:04Z
Diplodus sargus,506141146,https://inaturalist-open-data.s3.amazonaws.com/photos/506141146/medium.jpg,CC-BY 4.0,Radu Teodoreanu,ra_teo,2024-08-26,https://www.inaturalist.org/observations/281721631,"© Radu Teodoreanu, some rights reserved (CC-BY)",b7513be62caf04d3a259a3dc3045f16ec9f19d8bfbf7d37157b6886bc5a7f662,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:03Z
Diplodus sargus,546218368,https://inaturalist-open-data.s3.amazonaws.com/photos/546218368/medium.jpg,CC-BY 4.0,Aleksandr Gromov,yahachy,2025-08-01,https://www.inaturalist.org/observations/303061817,"© Aleksandr Gromov, some rights reserved (CC-BY)",06b0fadb372d0f5cf3326d5958c48caf8872dc59aafe8281e6c8b55c74b4a42a,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:03Z
Diplodus sargus,411829328,https://inaturalist-open-data.s3.amazonaws.com/photos/411829328/medium.jpg,CC-BY 4.0,Luca Fornasari,fornaeffe,2024-07-17,https://www.inaturalist.org/observations/231849461,"© Luca Fornasari, some rights reserved (CC-BY)",33d2ba1e85fe18b4fe8b71adf868787943356058100706a28f283f53c6ba2a28,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:08Z
Diplodus sargus,419692601,https://inaturalist-open-data.s3.amazonaws.com/photos/419692601/medium.jpeg,CC-BY 4.0,Vasileia Sef,vasileiasef,2024-08-15,https://www.inaturalist.org/observations/235948429,"© Vasileia Sef, some rights reserved (CC-BY)",47c6aed85e1a4b7c2dc5c530305871b80aa656c4598b11dab01afb40c5512054,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:08Z
Diplodus sargus,419692484,https://inaturalist-open-data.s3.amazonaws.com/photos/419692484/medium.jpeg,CC-BY 4.0,Vasileia Sef,vasileiasef,2024-08-15,https://www.inaturalist.org/observations/235948429,"© Vasileia Sef, some rights reserved (CC-BY)",913a28285d9d79a2e22daa54d19e63483a86d7d3c7878cbb409fef2c0387d404,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:07Z
Diplodus sargus,530638355,https://inaturalist-open-data.s3.amazonaws.com/photos/530638355/medium.jpg,CC-BY 4.0,Selim Türeli,selimtureli,2025-07-03,https://www.inaturalist.org/observations/294788054,"© Selim Türeli, some rights reserved (CC-BY)",ea89eb574f4c3263e25c2a2e3e69c3421ab250b05a8beddd169c326db5013678,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:10Z
Diplodus sargus,602236003,https://inaturalist-open-data.s3.amazonaws.com/photos/602236003/medium.jpg,CC-BY 4.0,nbasargin,nbasargin,2025-08-17,https://www.inaturalist.org/observations/331916757,"© nbasargin, some rights reserved (CC-BY)",998d5e7a01ee991526d521c008875b6aa2db9096e8a8e4f556a3f536d0496f28,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:10Z
Diplodus sargus,602235988,https://inaturalist-open-data.s3.amazonaws.com/photos/602235988/medium.jpg,CC-BY 4.0,nbasargin,nbasargin,2025-08-17,https://www.inaturalist.org/observations/331916757,"© nbasargin, some rights reserved (CC-BY)",ad2661a9afd8f3a2f25e02c3bc3968ee8dab157f970e03806e15caacd8f74b55,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:10Z
Diplodus sargus,573945133,https://inaturalist-open-data.s3.amazonaws.com/photos/573945133/medium.jpg,CC-BY 4.0,Sylvain Eichhorn,sylvain_eichhorn,2025-09-24,https://www.inaturalist.org/observations/317615697,"© Sylvain Eichhorn, some rights reserved (CC-BY)",b22d4d560be3dd6a2ed0c7380c78ace0a5f6fe88fab9e31164ef39a4cfaf4b72,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:10Z
Diplodus sargus,581039857,https://inaturalist-open-data.s3.amazonaws.com/photos/581039857/medium.jpg,CC-BY 4.0,Julien Renoult,jujurenoult,2025-09-29,https://www.inaturalist.org/observations/321296856,"© Julien Renoult, some rights reserved (CC-BY)",76eb0b55e37e0c0a0b0dcf4103bd249c04105f7ba08022ee0bb02e4a5aad88fe,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:10Z
Diplodus sargus,581039858,https://inaturalist-open-data.s3.amazonaws.com/photos/581039858/medium.jpg,CC-BY 4.0,Julien Renoult,jujurenoult,2025-09-29,https://www.inaturalist.org/observations/321296856,"© Julien Renoult, some rights reserved (CC-BY)",6b8aace18ad9f23b85b0061ba017995fdfacf06a65b6bde2089643a64e900137,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:09Z
Diplodus sargus,738157120,https://inaturalist-open-data.s3.amazonaws.com/photos/738157120/medium.jpg,CC-BY 4.0,Timon B,timonb,2026-09-19,https://www.inaturalist.org/observations/402119127,"© Timon B, some rights reserved (CC-BY)",7b6fcea54f915fcb852eaf9a5dcd124aa3d84036aa4b2df9288b44f21c4097c7,cc-by,https://creativecommons.org/licenses/by/4.0/,118669,2026-09-26T05:35:11Z
