species,photo_id,url,license,author,author_login,observed_on,source_page,attribution
Arothron hispidus,449866367,https://inaturalist-open-data.s3.amazonaws.com/photos/449866367/medium.jpg,CC-BY 4.0,Ben Costamagna,bencostamagna,2024-10-28,https://www.inaturalist.org/observations/251420843,"© Ben Costamagna, some rights reserved (CC-BY)"
Arothron hispidus,11877285,https://inaturalist-open-data.s3.amazonaws.com/photos/11877285/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2017-11-17,https://www.inaturalist.org/observations/8839950,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)"
Arothron hispidus,11877299,https://inaturalist-open-data.s3.amazonaws.com/photos/11877299/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2017-11-17,https://www.inaturalist.org/observations/8839950,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)"
Arothron hispidus,11877309,https://inaturalist-open-data.s3.amazonaws.com/photos/11877309/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2017-11-17,https://www.inaturalist.org/observations/8839950,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)"
Arothron hispidus,377084123,https://inaturalist-open-data.s3.amazonaws.com/photos/377084123/medium.jpeg,CC-BY 4.0,Nicola Crockford,nicolacrockford,2024-04-24,https://www.inaturalist.org/observations/213369449,"© Nicola Crockford, some rights reserved (CC-BY)"
Arothron hispidus,362593975,https://inaturalist-open-data.s3.amazonaws.com/photos/362593975/medium.jpeg,CC-BY 4.0,Christian Berg,ch_berg,2024-03-29,https://www.inaturalist.org/observations/205099238,"© Christian Berg, some rights reserved (CC-BY)"
Arothron hispidus,362593835,https://inaturalist-open-data.s3.amazonaws.com/photos/362593835/medium.jpeg,CC-BY 4.0,Christian Berg,ch_berg,2024-03-29,https://www.inaturalist.org/observations/205099238,"© Christian Berg, some rights reserved (CC-BY)"
Arothron hispidus,362594107,https://inaturalist-open-data.s3.amazonaws.com/photos/362594107/medium.jpeg,CC-BY 4.0,Christian Berg,ch_berg,2024-03-29,https://www.inaturalist.org/observations/205099238,"© Christian Berg, some rights reserved (CC-BY)"
Arothron hispidus,362594257,https://inaturalist-open-data.s3.amazonaws.com/photos/362594257/medium.jpeg,CC-BY 4.0,Christian Berg,ch_berg,2024-03-29,https://www.inaturalist.org/observations/205099238,"© Christian Berg, some rights reserved (CC-BY)"
Arothron hispidus,458231808,https://inaturalist-open-data.s3.amazonaws.com/photos/458231808/medium.jpeg,CC-BY 4.0,Edoardo Razzetti,edorazzetti,2024-12-20,https://www.inaturalist.org/observations/255670287,"© Edoardo Razzetti, some rights reserved (CC-BY)"
Arothron hispidus,300109125,https://inaturalist-open-data.s3.amazonaws.com/photos/300109125/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2014-10-12,https://www.inaturalist.org/observations/172847948,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Arothron hispidus,585532799,https://inaturalist-open-data.s3.amazonaws.com/photos/585532799/medium.jpg,CC-BY 4.0,Min-Hsuan NI,minhsuan,2025-10-24,https://www.inaturalist.org/observations/323590236,"© Min-Hsuan NI, some rights reserved (CC-BY)"
Arothron hispidus,610704097,https://inaturalist-open-data.s3.amazonaws.com/photos/610704097/medium.jpg,CC-BY 4.0,keesgroenendijk,keesgroenendijk,2026-01-03,https://www.inaturalist.org/observations/336104439,"© keesgroenendijk, some rights reserved (CC-BY)"
Arothron hispidus,364634749,https://inaturalist-open-data.s3.amazonaws.com/photos/364634749/medium.jpeg,CC-BY 4.0,Alberto Alcalá,alboertoalcala,2024-04-08,https://www.inaturalist.org/observations/206175490,"© Alberto Alcalá, some rights reserved (CC-BY)"
Arothron hispidus,508376547,https://inaturalist-open-data.s3.amazonaws.com/photos/508376547/medium.jpg,CC-BY 4.0,Dan Schofield,djscho,2025-05-09,https://www.inaturalist.org/observations/282945967,"© Dan Schofield, some rights reserved (CC-BY)"
Arothron hispidus,500878504,https://inaturalist-open-data.s3.amazonaws.com/photos/500878504/medium.png,CC-BY 4.0,Patrick Connolly,somethingfishy,2025-05-05,https://www.inaturalist.org/observations/278943468,"© Patrick Connolly, some rights reserved (CC-BY)"
Arothron hispidus,393939367,https://inaturalist-open-data.s3.amazonaws.com/photos/393939367/medium.jpeg,CC-BY 4.0,Matt Muir,muir,2024-05-28,https://www.inaturalist.org/observations/222391440,"© Matt Muir, some rights reserved (CC-BY)"
Arothron hispidus,393939373,https://inaturalist-open-data.s3.amazonaws.com/photos/393939373/medium.jpeg,CC-BY 4.0,Matt Muir,muir,2024-05-28,https://www.inaturalist.org/observations/222391440,"© Matt Muir, some rights reserved (CC-BY)"
Canthigaster rostrata,235646651,https://inaturalist-open-data.s3.amazonaws.com/photos/235646651/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2022-10-07,https://www.inaturalist.org/observations/137925034,"© Robin White, some rights reserved (CC-BY)"
Canthigaster rostrata,235646670,https://inaturalist-open-data.s3.amazonaws.com/photos/235646670/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2022-10-07,https://www.inaturalist.org/observations/137925034,"© Robin White, some rights reserved (CC-BY)"
Canthigaster rostrata,235646685,https://inaturalist-open-data.s3.amazonaws.com/photos/235646685/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2022-10-07,https://www.inaturalist.org/observations/137925034,"© Robin White, some rights reserved (CC-BY)"
Canthigaster rostrata,235646705,https://inaturalist-open-data.s3.amazonaws.com/photos/235646705/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2022-10-07,https://www.inaturalist.org/observations/137925034,"© Robin White, some rights reserved (CC-BY)"
Canthigaster rostrata,362230894,https://inaturalist-open-data.s3.amazonaws.com/photos/362230894/medium.jpeg,CC-BY 4.0,desertnaturalist,desertnaturalist,2024-03-11,https://www.inaturalist.org/observations/204901132,"© desertnaturalist, some rights reserved (CC-BY)"
Canthigaster rostrata,177371122,https://inaturalist-open-data.s3.amazonaws.com/photos/177371122/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2020-08-21,https://www.inaturalist.org/observations/105681560,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Canthigaster rostrata,709815872,https://inaturalist-open-data.s3.amazonaws.com/photos/709815872/medium.jpg,CC-BY 4.0,Michael Cantillo,michael_cantillo,2026-05-01,https://www.inaturalist.org/observations/387627153,"© Michael Cantillo, some rights reserved (CC-BY)"
Canthigaster rostrata,445801752,https://inaturalist-open-data.s3.amazonaws.com/photos/445801752/medium.jpg,CC-BY 4.0,Dan Schofield,djscho,2024-10-24,https://www.inaturalist.org/observations/249393295,"© Dan Schofield, some rights reserved (CC-BY)"
Canthigaster rostrata,315108832,https://inaturalist-open-data.s3.amazonaws.com/photos/315108832/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2023-08-28,https://www.inaturalist.org/observations/180855609,"© Robin White, some rights reserved (CC-BY)"
Canthigaster rostrata,332375383,https://inaturalist-open-data.s3.amazonaws.com/photos/332375383/medium.jpeg,CC-BY 4.0,R Vasconcellos,rvasconcellos,2014-10-13,https://www.inaturalist.org/observations/189694945,"© R Vasconcellos, some rights reserved (CC-BY)"
Canthigaster rostrata,364657852,https://inaturalist-open-data.s3.amazonaws.com/photos/364657852/medium.jpg,CC-BY 4.0,cello caruso-turiello,celllo,2024-04-08,https://www.inaturalist.org/observations/206188841,"© cello caruso-turiello, some rights reserved (CC-BY)"
Canthigaster rostrata,245002518,https://inaturalist-open-data.s3.amazonaws.com/photos/245002518/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2022-11-21,https://www.inaturalist.org/observations/142866039,"© Susan Aide, some rights reserved (CC-BY)"
Canthigaster rostrata,450925051,https://inaturalist-open-data.s3.amazonaws.com/photos/450925051/medium.jpeg,CC-BY 4.0,James-LaFontaine,jameslafo,2022-01-10,https://www.inaturalist.org/observations/251953824,"© James-LaFontaine, some rights reserved (CC-BY)"
Canthigaster rostrata,601853233,https://inaturalist-open-data.s3.amazonaws.com/photos/601853233/medium.jpg,CC-BY 4.0,Josh Noseworthy,josh_noseworthy,2025-12-22,https://www.inaturalist.org/observations/331730190,"© Josh Noseworthy, some rights reserved (CC-BY)"
Canthigaster rostrata,609033046,https://inaturalist-open-data.s3.amazonaws.com/photos/609033046/medium.jpg,CC-BY 4.0,Jan Ebr &amp; Ivana Ebrová,opisska,2026-01-06,https://www.inaturalist.org/observations/335274542,"© Jan Ebr &amp; Ivana Ebrová, some rights reserved (CC-BY)"
Canthigaster rostrata,75072624,https://inaturalist-open-data.s3.amazonaws.com/photos/75072624/medium.jpg,CC-BY 4.0,brybrysciguy,brybrysciguy,2019-07-10,https://www.inaturalist.org/observations/47336175,"© brybrysciguy, some rights reserved (CC-BY)"
Canthigaster rostrata,75072645,https://inaturalist-open-data.s3.amazonaws.com/photos/75072645/medium.jpg,CC-BY 4.0,brybrysciguy,brybrysciguy,2019-07-10,https://www.inaturalist.org/observations/47336175,"© brybrysciguy, some rights reserved (CC-BY)"
Canthigaster rostrata,449809153,https://inaturalist-open-data.s3.amazonaws.com/photos/449809153/medium.jpg,CC-BY 4.0,Jay Brasher,jbrasher,2023-09-22,https://www.inaturalist.org/observations/251394455,"© Jay Brasher, some rights reserved (CC-BY)"
Canthigaster rostrata,531322231,https://inaturalist-open-data.s3.amazonaws.com/photos/531322231/medium.jpg,CC-BY 4.0,Jay Brasher,jbrasher,2024-09-07,https://www.inaturalist.org/observations/295167161,"© Jay Brasher, some rights reserved (CC-BY)"
Canthigaster rostrata,536159953,https://inaturalist-open-data.s3.amazonaws.com/photos/536159953/medium.jpg,CC-BY 4.0,Jay Brasher,jbrasher,2024-09-07,https://www.inaturalist.org/observations/297704771,"© Jay Brasher, some rights reserved (CC-BY)"
Canthigaster rostrata,160718733,https://inaturalist-open-data.s3.amazonaws.com/photos/160718733/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2018-05-04,https://www.inaturalist.org/observations/96717473,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Canthigaster rostrata,585422483,https://inaturalist-open-data.s3.amazonaws.com/photos/585422483/medium.jpg,CC-BY 4.0,Jan Ebr &amp; Ivana Ebrová,opisska,2025-09-26,https://www.inaturalist.org/observations/323535673,"© Jan Ebr &amp; Ivana Ebrová, some rights reserved (CC-BY)"
Canthigaster rostrata,585422471,https://inaturalist-open-data.s3.amazonaws.com/photos/585422471/medium.jpg,CC-BY 4.0,Jan Ebr &amp; Ivana Ebrová,opisska,2025-09-26,https://www.inaturalist.org/observations/323535673,"© Jan Ebr &amp; Ivana Ebrová, some rights reserved (CC-BY)"
Canthigaster rostrata,304274942,https://inaturalist-open-data.s3.amazonaws.com/photos/304274942/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2022-05-04,https://www.inaturalist.org/observations/175101574,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Canthigaster rostrata,340795747,https://inaturalist-open-data.s3.amazonaws.com/photos/340795747/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2016-09-04,https://www.inaturalist.org/observations/193951227,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)"
Canthigaster rostrata,174275656,https://inaturalist-open-data.s3.amazonaws.com/photos/174275656/medium.jpeg,CC-BY 4.0,Michael Bakker Paiva,michaelbakkerpaiva,2021-12-06,https://www.inaturalist.org/observations/104043718,"© Michael Bakker Paiva, some rights reserved (CC-BY)"
Canthigaster rostrata,54760186,https://inaturalist-open-data.s3.amazonaws.com/photos/54760186/medium.jpeg,CC-BY 4.0,Laura J. Costello,quietlymagical,2019-10-03,https://www.inaturalist.org/observations/34768221,"© Laura J. Costello, some rights reserved (CC-BY)"
Canthigaster rostrata,54760193,https://inaturalist-open-data.s3.amazonaws.com/photos/54760193/medium.jpeg,CC-BY 4.0,Laura J. Costello,quietlymagical,2019-10-03,https://www.inaturalist.org/observations/34768221,"© Laura J. Costello, some rights reserved (CC-BY)"
Canthigaster rostrata,710420984,https://inaturalist-open-data.s3.amazonaws.com/photos/710420984/medium.jpg,CC-BY 4.0,Matteo Bellucci,matteobellu239,2026-05-28,https://www.inaturalist.org/observations/387937444,"© Matteo Bellucci, some rights reserved (CC-BY)"
