species,photo_id,url,license,author,author_login,observed_on,source_page,attribution,sha256
Diodon holocanthus,172220725,https://inaturalist-open-data.s3.amazonaws.com/photos/172220725/medium.jpg,CC-BY 4.0,mostbittern,mostbittern,2021-12-12,https://www.inaturalist.org/observations/102961068,"© mostbittern, some rights reserved (CC-BY)",cc569da3c5da866eb36d55b3e9094313fae6e0a6f2cd36019ed62b0a166360d4
Diodon holocanthus,468983930,https://inaturalist-open-data.s3.amazonaws.com/photos/468983930/medium.jpeg,CC-BY 4.0,David Umanzor,davidumanzor,2024-03-22,https://www.inaturalist.org/observations/261084592,"© David Umanzor, some rights reserved (CC-BY)",13c5a78e65aefe0d8c94d03ab0466870a72cfc255eeab53cd980175869f5ed2e
Diodon holocanthus,168428991,https://inaturalist-open-data.s3.amazonaws.com/photos/168428991/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2019-05-13,https://www.inaturalist.org/observations/100885809,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",0840460efa884983af66c7dadb0e5c34358550424b3768e73455385fb97d48a1
Diodon holocanthus,168429522,https://inaturalist-open-data.s3.amazonaws.com/photos/168429522/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2019-05-13,https://www.inaturalist.org/observations/100885809,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",66b75d6a48b69787437a7ee0978db33b34f078c6ec80e7e42b9da57c4df1abff
Diodon holocanthus,360839659,https://inaturalist-open-data.s3.amazonaws.com/photos/360839659/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2023-12-01,https://www.inaturalist.org/observations/204170106,"© Susan Aide, some rights reserved (CC-BY)",9b0553c059dfa396373a7baf64f7bf7231e49ca04f648c352aad7cdca7b95b5a
Diodon holocanthus,253493647,https://inaturalist-open-data.s3.amazonaws.com/photos/253493647/medium.jpeg,CC-BY 4.0,Dan Schofield,djscho,2023-01-20,https://www.inaturalist.org/observations/147327305,"© Dan Schofield, some rights reserved (CC-BY)",d06d831363a9d4182a2c9e4202b95429f88eabb3ad5746be7f4f70c67674f5d6
Diodon holocanthus,253493654,https://inaturalist-open-data.s3.amazonaws.com/photos/253493654/medium.jpeg,CC-BY 4.0,Dan Schofield,djscho,2023-01-20,https://www.inaturalist.org/observations/147327305,"© Dan Schofield, some rights reserved (CC-BY)",764db99422920bb05ad8422da26a7dc55b8d50a82fe56e17fd82e83ef53891a4
Diodon holocanthus,188382592,https://inaturalist-open-data.s3.amazonaws.com/photos/188382592/medium.jpg,CC-BY 4.0,GERMAN LEONEL SARMIENTO CRUZ,germansarmientocruz,2022-04-11,https://www.inaturalist.org/observations/111584597,"© GERMAN LEONEL SARMIENTO CRUZ, some rights reserved (CC-BY)",35acd945d44899c55152633d684bfeeed1e4e4efea615e275887fda7ffb8496c
Diodon holocanthus,76409871,https://inaturalist-open-data.s3.amazonaws.com/photos/76409871/medium.jpg,CC-BY 4.0,Bill Levine,blevine,2020-06-01,https://www.inaturalist.org/observations/48165939,"© Bill Levine, some rights reserved (CC-BY)",2a24078a29575b6d10c8d5ab3b32985b10b6e116fc75af55c3a2943c65d1c071
Diodon holocanthus,32288481,https://inaturalist-open-data.s3.amazonaws.com/photos/32288481/medium.jpg,CC-BY 4.0,Sara Lovotti,saralovo,2019-02-26,https://www.inaturalist.org/observations/20920812,"© Sara Lovotti, some rights reserved (CC-BY)",3ac59fcb1dc54c7f28b54c38ed080de634226e18756ca2cb8d8b9853054bc784
Diodon holocanthus,221253453,https://inaturalist-open-data.s3.amazonaws.com/photos/221253453/medium.jpeg,CC-BY 4.0,Bill Levine,blevine,2022-08-08,https://www.inaturalist.org/observations/130136824,"© Bill Levine, some rights reserved (CC-BY)",41f41cd0ed7b66a190fc6d7658ec35fec9fcdd9a7e3739292f3feacb5cc7aa27
Diodon holocanthus,16041270,https://inaturalist-open-data.s3.amazonaws.com/photos/16041270/medium.jpg,CC-BY 4.0,Caroline Voget,cpvoget,2016-07-31,https://www.inaturalist.org/observations/11281570,"© Caroline Voget, some rights reserved (CC-BY)",9f96bc106f34404afd7b62fc09bc9d3ebc8e549ad459e04dc48dc20960c05ccf
Diodon holocanthus,16041273,https://inaturalist-open-data.s3.amazonaws.com/photos/16041273/medium.jpg,CC-BY 4.0,Caroline Voget,cpvoget,2016-07-31,https://www.inaturalist.org/observations/11281570,"© Caroline Voget, some rights reserved (CC-BY)",af79501b70cd129a2088076c3573c805bb8f2e298d1a123e3457ffecf60039ab
Diodon holocanthus,16041279,https://inaturalist-open-data.s3.amazonaws.com/photos/16041279/medium.jpg,CC-BY 4.0,Caroline Voget,cpvoget,2016-07-31,https://www.inaturalist.org/observations/11281570,"© Caroline Voget, some rights reserved (CC-BY)",1880253270fb47daa2d85765eb8d67b170e6c2f947f6f28cfbb5943b83520d67
Diodon holocanthus,16041280,https://inaturalist-open-data.s3.amazonaws.com/photos/16041280/medium.jpg,CC-BY 4.0,Caroline Voget,cpvoget,2016-07-31,https://www.inaturalist.org/observations/11281570,"© Caroline Voget, some rights reserved (CC-BY)",43eaea1eb2f2c7f11e8d7c16e553ddde842dd2570a0aaa347702437dd3099036
Diodon holocanthus,433308417,https://inaturalist-open-data.s3.amazonaws.com/photos/433308417/medium.jpeg,CC-BY 4.0,Franco Arenas,capsule_zinc,2024-09-19,https://www.inaturalist.org/observations/242955974,"© Franco Arenas, some rights reserved (CC-BY)",69929fd830ef3a8757192852c1c51a8a3666d13c9a8319f3659813cbdf3821d1
Diodon holocanthus,433308449,https://inaturalist-open-data.s3.amazonaws.com/photos/433308449/medium.jpeg,CC-BY 4.0,Franco Arenas,capsule_zinc,2024-09-19,https://www.inaturalist.org/observations/242955974,"© Franco Arenas, some rights reserved (CC-BY)",b2b3b7d31a85559ee1303af4b7f419285a3330937945935af72165f584fb66b5
Diodon holocanthus,247828145,https://inaturalist-open-data.s3.amazonaws.com/photos/247828145/medium.jpg,CC-BY 4.0,Susan Aide,susanfibio,2022-11-22,https://www.inaturalist.org/observations/144401872,"© Susan Aide, some rights reserved (CC-BY)",7746fbdcbedd8e353eed33e18c1ba0c6d70cc9797df9538cec236a18953fb727
Diodon holocanthus,364495201,https://inaturalist-open-data.s3.amazonaws.com/photos/364495201/medium.jpg,CC-BY 4.0,Elisa,elisahuerrta,2024-04-07,https://www.inaturalist.org/observations/205986312,"© Elisa, some rights reserved (CC-BY)",b1bb12d6a2e9d8f8c6917b46986882e66ba77652b111d9f2036e6ece4153f260
Diodon holocanthus,364495233,https://inaturalist-open-data.s3.amazonaws.com/photos/364495233/medium.jpg,CC-BY 4.0,Elisa,elisahuerrta,2024-04-07,https://www.inaturalist.org/observations/205986312,"© Elisa, some rights reserved (CC-BY)",e67088e8eedf23d23dafc904f244c8e9e10c5f6e36469ee44c63b7039f71db29
Diodon holocanthus,364495271,https://inaturalist-open-data.s3.amazonaws.com/photos/364495271/medium.jpg,CC-BY 4.0,Elisa,elisahuerrta,2024-04-07,https://www.inaturalist.org/observations/205986312,"© Elisa, some rights reserved (CC-BY)",ae4616fbabb71b4d4c0beb9dc48c2f29fb9e176055f9793a540897598804809e
Sphyraena barracuda,249214732,https://inaturalist-open-data.s3.amazonaws.com/photos/249214732/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2004-07-31,https://www.inaturalist.org/observations/145114415,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",466c3c364fb823aad544d9ecea96fce1886e95ad59cef41025d6f32fdb3ef506
Sphyraena barracuda,460773257,https://inaturalist-open-data.s3.amazonaws.com/photos/460773257/medium.jpeg,CC-BY 4.0,Quinn,qfc79,2024-12-31,https://www.inaturalist.org/observations/256927949,"© Quinn, some rights reserved (CC-BY)",f1981884405f8dec37e2069d63fc0bc5ceaab256a5793bb02359c3e2c49fe4cb
Sphyraena barracuda,151110522,https://inaturalist-open-data.s3.amazonaws.com/photos/151110522/medium.jpeg,CC-BY 4.0,Ashwin Srinivasan,ash2016,2021-08-14,https://www.inaturalist.org/observations/91364514,"© Ashwin Srinivasan, some rights reserved (CC-BY)",37ef3a319b7c13c4d9ea319b39115aff672e3abaa0dca2cb58b2eed46908cd8c
Sphyraena barracuda,151110628,https://inaturalist-open-data.s3.amazonaws.com/photos/151110628/medium.jpeg,CC-BY 4.0,Ashwin Srinivasan,ash2016,2021-08-14,https://www.inaturalist.org/observations/91364514,"© Ashwin Srinivasan, some rights reserved (CC-BY)",c878414b7a9697ae0febd7fa855dc27f719bbc567dd0978b64c1a8e68f3bab51
Sphyraena barracuda,78645574,https://inaturalist-open-data.s3.amazonaws.com/photos/78645574/medium.jpeg,CC-BY 4.0,coenobita,coenobita,2020-06-14,https://www.inaturalist.org/observations/49539575,"© coenobita, some rights reserved (CC-BY)",90f57ac26641c1cb6f07e055ff1c8a5569ac67e63e4060d9638b0641cf3d6145
Sphyraena barracuda,78645591,https://inaturalist-open-data.s3.amazonaws.com/photos/78645591/medium.jpeg,CC-BY 4.0,coenobita,coenobita,2020-06-14,https://www.inaturalist.org/observations/49539575,"© coenobita, some rights reserved (CC-BY)",8a2f92788e6439710ddb3569883871d2bb64cd9e0eefb4438f3240c022148669
Sphyraena barracuda,305835829,https://inaturalist-open-data.s3.amazonaws.com/photos/305835829/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2022-05-18,https://www.inaturalist.org/observations/175948514,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",8b96445b202f236bc1abd35059092675f10c7ad720cdc4c22e174c3eaaa6e6a2
Sphyraena barracuda,28098300,https://inaturalist-open-data.s3.amazonaws.com/photos/28098300/medium.jpeg,CC-BY 4.0,Owen Strickland,owenstrickland,2012-08-14,https://www.inaturalist.org/observations/18384736,"© Owen Strickland, some rights reserved (CC-BY)",6bcfc645f56feabaef5c313e15b81589eb9e91fb6a3da921542215a6f7dd4ebb
Sphyraena barracuda,422062060,https://inaturalist-open-data.s3.amazonaws.com/photos/422062060/medium.jpeg,CC-BY 4.0,a_virginian,a_virginian,2024-08-21,https://www.inaturalist.org/observations/237178652,"© a_virginian, some rights reserved (CC-BY)",571c056c8505de19e2da3fead0213fdee22b0e4847ff0643a6a0b39d1c449a43
Sphyraena barracuda,422062100,https://inaturalist-open-data.s3.amazonaws.com/photos/422062100/medium.jpeg,CC-BY 4.0,a_virginian,a_virginian,2024-08-21,https://www.inaturalist.org/observations/237178652,"© a_virginian, some rights reserved (CC-BY)",ff3dec10f8f0f281809f45de679c7c35ffb59c266ce01b0f2672b255dfdfd0b5
Sphyraena barracuda,410262325,https://inaturalist-open-data.s3.amazonaws.com/photos/410262325/medium.jpeg,CC-BY 4.0,Zakqary Roy,zakqaryroy,2024-07-21,https://www.inaturalist.org/observations/231024251,"© Zakqary Roy, some rights reserved (CC-BY)",a412a70a97f212e1a0d0fbb68370b3078944c8295a87223f2938dfb6b8a9ebd5
Sphyraena barracuda,634158032,https://inaturalist-open-data.s3.amazonaws.com/photos/634158032/medium.jpg,CC-BY 4.0,Chris Chucholl,astacoides,2018-04-12,https://www.inaturalist.org/observations/347772608,"© Chris Chucholl, some rights reserved (CC-BY)",1a8fc5955293ab4e97bc672bbb9ae1ee26cb3947d0b26e3bf0d5dbfd2441d9c9
Sphyraena barracuda,347161441,https://inaturalist-open-data.s3.amazonaws.com/photos/347161441/medium.jpg,CC-BY 4.0,Jeremiah Degenhardt,temminicki,2024-01-16,https://www.inaturalist.org/observations/197151428,"© Jeremiah Degenhardt, some rights reserved (CC-BY)",4fe00a5ceb068204bb5a61d7278c76f574c0c282ed4036683e7c1f69a116a22c
Sphyraena barracuda,570328689,https://inaturalist-open-data.s3.amazonaws.com/photos/570328689/medium.jpg,CC-BY 4.0,Dan Schofield,djscho,2025-08-28,https://www.inaturalist.org/observations/315698595,"© Dan Schofield, some rights reserved (CC-BY)",cba97e8235774c3c13854b5e5681ed03dc506b6090b9da25a2d9cb875c0b2703
Sphyraena barracuda,365263481,https://inaturalist-open-data.s3.amazonaws.com/photos/365263481/medium.jpg,CC-BY 4.0,cello caruso-turiello,celllo,2024-04-10,https://www.inaturalist.org/observations/206522540,"© cello caruso-turiello, some rights reserved (CC-BY)",c5f0841dbf7d860bc69b7bd00aa0d8be3341c8d8925b23a1f542c19d54393a13
Sphyraena barracuda,365263476,https://inaturalist-open-data.s3.amazonaws.com/photos/365263476/medium.jpg,CC-BY 4.0,cello caruso-turiello,celllo,2024-04-10,https://www.inaturalist.org/observations/206522540,"© cello caruso-turiello, some rights reserved (CC-BY)",d244d622d8a30f71feee09880a3a94ee8f98ac95cbf8a105d0a15b4bf54a006a
Sphyraena barracuda,208304339,https://inaturalist-open-data.s3.amazonaws.com/photos/208304339/medium.jpg,CC-BY 4.0,Ali Powell,featherednaturalist,2014-06-06,https://www.inaturalist.org/observations/122991475,"© Ali Powell, some rights reserved (CC-BY)",43c264bdaa775d84dad0702aaf74030b05f7e963730720743c529a9285ab1b68
Sphyraena barracuda,139643141,https://inaturalist-open-data.s3.amazonaws.com/photos/139643141/medium.jpeg,CC-BY 4.0,Kathy Richardson,kbeza31979,2021-06-13,https://www.inaturalist.org/observations/84925258,"© Kathy Richardson, some rights reserved (CC-BY)",03aa765b33392a1cc63260a0524cde7f20f236fd2ad091cf1e8c25c37084a0bb
Sphyraena barracuda,234749530,https://inaturalist-open-data.s3.amazonaws.com/photos/234749530/medium.jpg,CC-BY 4.0,José Francisco Colorado-Dapa,jose_colorado-dapa,2022-09-16,https://www.inaturalist.org/observations/137448337,"© José Francisco Colorado-Dapa, some rights reserved (CC-BY)",63f860ee6e71fc7f0477a7e4c9cc5f20e73cd79057de652a9c44a84b5330f90e
Sphyraena barracuda,234749597,https://inaturalist-open-data.s3.amazonaws.com/photos/234749597/medium.jpg,CC-BY 4.0,José Francisco Colorado-Dapa,jose_colorado-dapa,2022-09-16,https://www.inaturalist.org/observations/137448337,"© José Francisco Colorado-Dapa, some rights reserved (CC-BY)",a8171abec39af4e3fddb66ee34570c2e334fed8863dd8f14a386be45300802eb
Sphyraena barracuda,234749712,https://inaturalist-open-data.s3.amazonaws.com/photos/234749712/medium.jpg,CC-BY 4.0,José Francisco Colorado-Dapa,jose_colorado-dapa,2022-09-16,https://www.inaturalist.org/observations/137448337,"© José Francisco Colorado-Dapa, some rights reserved (CC-BY)",8df3a11707da7d017eef5784ff2e9edb29924b603defe957851a38065d628545
Sphyraena barracuda,234749784,https://inaturalist-open-data.s3.amazonaws.com/photos/234749784/medium.jpg,CC-BY 4.0,José Francisco Colorado-Dapa,jose_colorado-dapa,2022-09-16,https://www.inaturalist.org/observations/137448337,"© José Francisco Colorado-Dapa, some rights reserved (CC-BY)",45f324ae52ec2ac0e51f717331dcd4fdc58db21ad0aae097fcb097d0e623622a
Sphyraena barracuda,234798485,https://inaturalist-open-data.s3.amazonaws.com/photos/234798485/medium.jpg,CC-BY 4.0,Robin White,robin_dive_diva,2022-10-03,https://www.inaturalist.org/observations/137473502,"© Robin White, some rights reserved (CC-BY)",184d9820254ea658b2f1d30cc9aa4fbee8d746949b215db58788ab3dcdbfb19d
Pterois volitans,528504096,https://inaturalist-open-data.s3.amazonaws.com/photos/528504096/medium.jpg,CC-BY 4.0,Pierre Pericard,ppericard,2025-06-29,https://www.inaturalist.org/observations/293654008,"© Pierre Pericard, some rights reserved (CC-BY)",38318ed9d8c825c277cbc781229483277e0f83335315b5225238d6512e234b5b
Pterois volitans,439718648,https://inaturalist-open-data.s3.amazonaws.com/photos/439718648/medium.jpeg,CC-BY 4.0,Dan Schofield,djscho,2024-10-06,https://www.inaturalist.org/observations/246321896,"© Dan Schofield, some rights reserved (CC-BY)",8fd3ab5657bd05ee90d870373780215c29e2e39d97432094ce27c03d7aa910db
Pterois volitans,439720383,https://inaturalist-open-data.s3.amazonaws.com/photos/439720383/medium.jpeg,CC-BY 4.0,Dan Schofield,djscho,2024-10-06,https://www.inaturalist.org/observations/246322968,"© Dan Schofield, some rights reserved (CC-BY)",0042013eb2b81ffb08a676ebe272336b01adada2f3240033ecf5bdaa7790dbf5
Pterois volitans,9155899,https://inaturalist-open-data.s3.amazonaws.com/photos/9155899/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2012-10-17,https://www.inaturalist.org/observations/145217567,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)",9538ad3173a4d8e2b20c94f0e984462fe40aa864106c58c9dc517eb6959344cf
Pterois volitans,613965135,https://inaturalist-open-data.s3.amazonaws.com/photos/613965135/medium.jpg,CC-BY 4.0,Dan Schofield,djscho,2026-02-05,https://www.inaturalist.org/observations/337705864,"© Dan Schofield, some rights reserved (CC-BY)",56c7d86c3cab2da1cb6a911746952c01c52d7d0dffe5d2e98c932f6db04d94d1
Pterois volitans,439720627,https://inaturalist-open-data.s3.amazonaws.com/photos/439720627/medium.jpeg,CC-BY 4.0,Dan Schofield,djscho,2024-10-06,https://www.inaturalist.org/observations/246323132,"© Dan Schofield, some rights reserved (CC-BY)",7c78bfeb44b302bdf8d4e9b92a470794a6c50a1c50aadf336e6231b92f9a40a8
Pterois volitans,542479491,https://inaturalist-open-data.s3.amazonaws.com/photos/542479491/medium.jpg,CC-BY 4.0,Lexi Amico,ajamico,2025-03-29,https://www.inaturalist.org/observations/301061223,"© Lexi Amico, some rights reserved (CC-BY)",aa74ef74e126dadbcd42bcbef92945d9578f9533056caaf25a6c561d98b7296b
Pterois volitans,542479490,https://inaturalist-open-data.s3.amazonaws.com/photos/542479490/medium.jpg,CC-BY 4.0,Lexi Amico,ajamico,2025-03-29,https://www.inaturalist.org/observations/301061223,"© Lexi Amico, some rights reserved (CC-BY)",aaae1573c01d3fb03b68df273b57f0f3b05e9a8da91cf51f383fac7f0c05d01d
